from;to;obsolete;new
1994;1995;21069099;21069098
1994;1995;22042121;22042111
1994;1995;22042121;22042112
1994;1995;22042121;22042113
1994;1995;22042121;22042117
1994;1995;22042121;22042118
1994;1995;22042121;22042119
1994;1995;22042121;22042122
1994;1995;22042121;22042124
1994;1995;22042121;22042126
1994;1995;22042121;22042127
1994;1995;22042121;22042128
1994;1995;22042121;22042132
1994;1995;22042121;22042134
1994;1995;22042121;22042136
1994;1995;22042121;22042137
1994;1995;22042121;22042138
1994;1995;22042123;22042142
1994;1995;22042123;22042143
1994;1995;22042123;22042144
1994;1995;22042123;22042146
1994;1995;22042123;22042147
1994;1995;22042123;22042148
1994;1995;22042123;22042162
1994;1995;22042123;22042166
1994;1995;22042123;22042167
1994;1995;22042123;22042168
1994;1995;22042123;22042169
1994;1995;22042123;22042171
1994;1995;22042123;22042174
1994;1995;22042123;22042176
1994;1995;22042123;22042177
1994;1995;22042123;22042178
1994;1995;22042125;22042179
1994;1995;22042129;22042180
1994;1995;22042131;22042181
1994;1995;22042133;22042182
1994;1995;22042135;22042183
1994;1995;22042139;22042184
1994;1995;22042141;22042189
1994;1995;22042141;22042191
1994;1995;22042141;22042192
1994;1995;22042141;22042193
1994;1995;22042149;22042187
1994;1995;22042149;22042188
1994;1995;22042149;22042194
1994;1995;22042151;22042195
1994;1995;22042151;22042196
1994;1995;22042151;22042197
1994;1995;22042159;22042198
1994;1995;22042190;22042199
1994;1995;22042921;22042912
1994;1995;22042921;22042913
1994;1995;22042921;22042917
1994;1995;22042921;22042918
1994;1995;22042923;22042942
1994;1995;22042923;22042943
1994;1995;22042923;22042944
1994;1995;22042923;22042946
1994;1995;22042923;22042947
1994;1995;22042923;22042948
1994;1995;22042923;22042958
1994;1995;22042925;22042962
1994;1995;22042925;22042964
1994;1995;22042925;22042965
1994;1995;22042929;22042971
1994;1995;22042929;22042972
1994;1995;22042929;22042975
1994;1995;22042931;22042981
1994;1995;22042933;22042982
1994;1995;22042935;22042983
1994;1995;22042939;22042984
1994;1995;22042941;22042989
1994;1995;22042941;22042991
1994;1995;22042941;22042992
1994;1995;22042945;22042993
1994;1995;22042949;22042987
1994;1995;22042949;22042988
1994;1995;22042949;22042994
1994;1995;22042951;22042995
1994;1995;22042951;22042996
1994;1995;22042955;22042997
1994;1995;22042959;22042998
1994;1995;22042990;22042999
1994;1995;22043091;22043092
1994;1995;22043091;22043094
1994;1995;22043099;22043096
1994;1995;22043099;22043098
1994;1995;22083031;22083032
1994;1995;22083031;22083082
1994;1995;22083039;22083038
1994;1995;22083039;22083088
1994;1995;22083051;22083052
1994;1995;22083051;22083082
1994;1995;22083059;22083058
1994;1995;22083059;22083088
1994;1995;22083081;22083072
1994;1995;22083081;22083082
1994;1995;22083089;22083078
1994;1995;22083089;22083088
1994;1995;24022000;24022010
1994;1995;24022000;24022090
1994;1995;25070010;25070020
1994;1995;25070010;25070080
1994;1995;25070090;25070020
1994;1995;25070090;25070080
1994;1995;25171090;25171020
1994;1995;25171090;25171080
1994;1995;25309010;25309020
1994;1995;25309090;25309020
1994;1995;25309090;25309080
1994;1995;27150000;27150010
1994;1995;27150000;27150090
1994;1995;28111900;28111910
1994;1995;28111900;28111990
1994;1995;28259090;28259060
1994;1995;28259090;28259080
1994;1995;28299090;28299050
1994;1995;28299090;28299060
1994;1995;28299090;28299080
1994;1995;28441000;28441010
1994;1995;28441000;28441031
1994;1995;28441000;28441039
1994;1995;28441000;28441050
1994;1995;28441000;28441090
1994;1995;28442011;28442021
1994;1995;28442011;28442029
1994;1995;28442019;28442031
1994;1995;28442019;28442039
1994;1995;28442091;28442051
1994;1995;28442091;28442059
1994;1995;28442099;28442081
1994;1995;28442099;28442089
1994;1995;28443059;28443055
1994;1995;28443059;28443061
1994;1995;28443059;28443069
1994;1995;28443090;28443091
1994;1995;28443090;28443099
1994;1995;28444000;28444011
1994;1995;28444000;28444019
1994;1995;28444000;28444020
1994;1995;28444000;28444030
1994;1995;28444000;28444040
1994;1995;28444000;28444090
1994;1995;29012100;29012110
1994;1995;29012100;29012190
1994;1995;29012200;29012210
1994;1995;29012200;29012290
1994;1995;29012310;29012311
1994;1995;29012310;29012319
1994;1995;29012390;29012391
1994;1995;29012390;29012399
1994;1995;29012410;29012411
1994;1995;29012410;29012419
1994;1995;29012490;29012491
1994;1995;29012490;29012499
1994;1995;29012900;29012920
1994;1995;29012900;29012980
1994;1995;29021100;29021110
1994;1995;29021100;29021190
1994;1995;29021990;29021991
1994;1995;29021990;29021999
1994;1995;29034061;29034021
1994;1995;29034061;29034022
1994;1995;29034061;29034023
1994;1995;29034061;29034051
1994;1995;29034061;29034052
1994;1995;29034061;29034053
1994;1995;29034061;29034054
1994;1995;29034061;29034055
1994;1995;29034061;29034056
1994;1995;29034061;29034057
1994;1995;29034061;29034062
1994;1995;29034069;29034066
1994;1995;29034069;29034068
1994;1995;29035900;29035910
1994;1995;29035900;29035930
1994;1995;29035900;29035990
1994;1995;29036900;29036910
1994;1995;29036900;29036990
1994;1995;29055090;29055091
1994;1995;29055090;29055099
1994;1995;29061300;29061310
1994;1995;29061300;29061390
1994;1995;29093030;29093031
1994;1995;29093030;29093039
1994;1995;29224200;29224210
1994;1995;29224200;29224290
1994;1995;29242100;29242110
1994;1995;29242100;29242190
1994;1995;29251990;29251930
1994;1995;29251990;29251980
1994;1995;29309080;29309030
1994;1995;29309080;29309095
1994;1995;29339030;29334030
1994;1995;29339030;29339040
1994;1995;29412090;29412020
1994;1995;29412090;29412080
1994;1995;37061010;37061011
1994;1995;37061010;37061019
1994;1995;37069010;37069011
1994;1995;37069010;37069019
1994;1995;39201021;39201022
1994;1995;39201029;39201028
1994;1995;39201050;39201040
1994;1995;39201090;39201022
1994;1995;39201090;39201028
1994;1995;39201090;39201040
1994;1995;39201090;39201080
1994;1995;40169951;40169952
1994;1995;40169951;40169982
1994;1995;40169959;40169958
1994;1995;40169959;40169988
1994;1995;40169981;40169982
1994;1995;40169989;40169988
1994;1995;42029218;42029215
1994;1995;42029218;42029219
1994;1995;48056080;48056010
1994;1995;48056080;48056090
1994;1995;49111000;49111010
1994;1995;49111000;49111090
1994;1995;51111100;51111111
1994;1995;51111100;51111119
1994;1995;51111100;51111191
1994;1995;51111100;51111199
1994;1995;51111910;51111911
1994;1995;51111910;51111919
1994;1995;51111910;51111931
1994;1995;51111910;51111939
1994;1995;51111990;51111991
1994;1995;51111990;51111999
1994;1995;51121100;51121110
1994;1995;51121100;51121190
1994;1995;51121910;51121911
1994;1995;51121910;51121919
1994;1995;51121990;51121991
1994;1995;51121990;51121999
1994;1995;59070000;59070010
1994;1995;59070000;59070090
1994;1995;65059011;65059010
1994;1995;65059019;65059010
1994;1995;65061030;65061080
1994;1995;65061090;65061080
1994;1995;65069110;65069100
1994;1995;65069190;65069100
1994;1995;68071011;68071010
1994;1995;68071019;68071010
1994;1995;68112019;68112080
1994;1995;68112090;68112080
1994;1995;70032010;70032000
1994;1995;70032090;70032000
1994;1995;70041030;70041080
1994;1995;70041050;70041080
1994;1995;70041090;70041080
1994;1995;70049050;70049092
1994;1995;70049050;70049098
1994;1995;70049091;70049092
1994;1995;70049093;70049098
1994;1995;70049095;70049098
1994;1995;70049099;70049098
1994;1995;70080021;70080020
1994;1995;70080029;70080020
1994;1995;72042100;72042110
1994;1995;72042100;72042190
1994;1995;72133110;72133120
1994;1995;72133110;72133181
1994;1995;72133190;72133120
1994;1995;72133190;72133189
1994;1995;72135010;72135020
1994;1995;72135010;72135081
1994;1995;72135090;72135020
1994;1995;72135090;72135089
1994;1995;72144031;72144051
1994;1995;72144039;72144020
1994;1995;72144039;72144059
1994;1995;72144090;72144020
1994;1995;72144090;72144080
1994;1995;72261030;72261031
1994;1995;72261030;72261039
1994;1995;72283040;72283041
1994;1995;72283040;72283049
1994;1995;73072200;73072210
1994;1995;73072200;73072290
1994;1995;73079200;73079210
1994;1995;73079200;73079290
1994;1995;73121050;73121051
1994;1995;73121050;73121059
1994;1995;73121091;73121082
1994;1995;73121091;73121084
1994;1995;73121091;73121086
1994;1995;73121091;73121088
1994;1995;73121095;73121082
1994;1995;73121095;73121084
1994;1995;73121095;73121086
1994;1995;73121095;73121088
1994;1995;73142000;73142010
1994;1995;73142000;73142090
1994;1995;73269098;73269080
1994;1995;73269098;73269097
1994;1995;74082210;74082200
1994;1995;74082290;74082200
1994;1995;74082910;74082900
1994;1995;74082990;74082900
1994;1995;74094011;74094010
1994;1995;74094019;74094010
1994;1995;74094091;74094090
1994;1995;74094099;74094090
1994;1995;74112210;74112200
1994;1995;74112290;74112200
1994;1995;74153210;74153200
1994;1995;74153290;74153200
1994;1995;76051910;76051900
1994;1995;76051990;76051900
1994;1995;76052910;76052900
1994;1995;76052990;76052900
1994;1995;76081091;76081090
1994;1995;76081099;76081090
1994;1995;76129099;76129020
1994;1995;76129099;76129098
1994;1995;76149010;76149000
1994;1995;76149090;76149000
1994;1995;79050011;79050000
1994;1995;79050019;79050000
1994;1995;79050090;79050000
1994;1995;81049010;81049000
1994;1995;81049090;81049000
1994;1995;81071000;81071010
1994;1995;81071000;81071090
1994;1995;81121100;81121110
1994;1995;81121100;81121190
1994;1995;81123010;81123020
1994;1995;81123010;81123040
1994;1995;81129190;81129150
1994;1995;81129190;81129181
1994;1995;81129190;81129189
1994;1995;81130010;81130020
1994;1995;81130010;81130040
1994;1995;82029111;82029100
1994;1995;82029119;82029100
1994;1995;82029130;82029100
1994;1995;82029190;82029100
1994;1995;82071110;82071100
1994;1995;82071190;82071100
1994;1995;82079075;82079078
1994;1995;82079079;82079078
1994;1995;82100010;82100000
1994;1995;82100090;82100000
1994;1995;84061915;84061918
1994;1995;84061919;84061918
1994;1995;84072111;84072110
1994;1995;84072119;84072110
1994;1995;84072910;84072920
1994;1995;84072910;84072980
1994;1995;84072930;84072920
1994;1995;84072950;84072920
1994;1995;84072970;84072920
1994;1995;84072990;84072980
1994;1995;84079070;84079080
1994;1995;84079070;84079090
1994;1995;84079091;84079080
1994;1995;84079093;84079090
1994;1995;84079099;84079090
1994;1995;84081010;84081011
1994;1995;84081010;84081019
1994;1995;84081021;84081022
1994;1995;84081021;84081024
1994;1995;84081025;84081026
1994;1995;84081025;84081028
1994;1995;84081030;84081031
1994;1995;84081030;84081039
1994;1995;84081040;84081041
1994;1995;84081040;84081049
1994;1995;84081050;84081051
1994;1995;84081050;84081059
1994;1995;84081060;84081061
1994;1995;84081060;84081069
1994;1995;84081070;84081071
1994;1995;84081070;84081079
1994;1995;84081080;84081081
1994;1995;84081080;84081089
1994;1995;84081090;84081091
1994;1995;84081090;84081099
1994;1995;84133090;84133091
1994;1995;84133090;84133099
1994;1995;84181090;84181091
1994;1995;84181090;84181099
1994;1995;84198980;84198915
1994;1995;84198980;84198920
1994;1995;84198980;84198925
1994;1995;84198980;84198995
1994;1995;84199090;84199020
1994;1995;84199090;84199095
1994;1995;84211999;84211993
1994;1995;84211999;84211998
1994;1995;84238291;84238290
1994;1995;84238299;84238290
1994;1995;84242010;84242000
1994;1995;84242090;84242000
1994;1995;84248900;84248920
1994;1995;84248900;84248980
1994;1995;84283999;84283993
1994;1995;84283999;84283998
1994;1995;84294031;84294030
1994;1995;84294039;84294030
1994;1995;84295190;84295191
1994;1995;84295190;84295199
1994;1995;84295200;84295210
1994;1995;84295200;84295290
1994;1995;84411090;84411040
1994;1995;84411090;84411080
1994;1995;84523000;84523010
1994;1995;84523000;84523090
1994;1995;84542011;84542000
1994;1995;84542019;84542000
1994;1995;84542090;84542000
1994;1995;84569000;84569010
1994;1995;84569000;84569030
1994;1995;84569000;84569090
1994;1995;84572000;84572010
1994;1995;84572000;84572090
1994;1995;84573000;84573010
1994;1995;84573000;84573090
1994;1995;84581110;84581180
1994;1995;84581191;84581141
1994;1995;84581191;84581149
1994;1995;84581191;84581180
1994;1995;84581199;84581120
1994;1995;84581199;84581180
1994;1995;84581910;84581920
1994;1995;84581910;84581980
1994;1995;84581991;84581940
1994;1995;84581991;84581980
1994;1995;84581999;84581980
1994;1995;84589110;84589120
1994;1995;84589110;84589180
1994;1995;84589190;84589120
1994;1995;84589190;84589180
1994;1995;84589910;84589900
1994;1995;84589990;84589900
1994;1995;84592110;84592100
1994;1995;84592191;84592100
1994;1995;84592199;84592100
1994;1995;84592910;84592900
1994;1995;84592991;84592900
1994;1995;84592999;84592900
1994;1995;84602110;84602111
1994;1995;84602110;84602115
1994;1995;84602110;84602119
1994;1995;84602910;84602911
1994;1995;84602910;84602919
1994;1995;84604000;84604010
1994;1995;84604000;84604090
1994;1995;84613000;84613010
1994;1995;84613000;84613090
1994;1995;84623110;84623100
1994;1995;84623190;84623100
1994;1995;84641000;84641010
1994;1995;84641000;84641090
1994;1995;84642090;84642005
1994;1995;84642090;84642080
1994;1995;84649000;84649010
1994;1995;84649000;84649090
1994;1995;84671910;84671900
1994;1995;84671990;84671900
1994;1995;84792010;84792000
1994;1995;84792090;84792000
1994;1995;84798980;84798965
1994;1995;84798980;84798970
1994;1995;84798980;84798975
1994;1995;84798980;84798999
1994;1995;84802010;84802000
1994;1995;84802090;84802000
1994;1995;84807910;84807900
1994;1995;84807990;84807900
1994;1995;84832000;84832010
1994;1995;84832000;84832090
1994;1995;84859070;84859080
1994;1995;84859090;84859080
1994;1995;85013391;85013390
1994;1995;85013399;85013390
1994;1995;85043231;85043230
1994;1995;85043239;85043230
1994;1995;85061999;85061950
1994;1995;85061999;85061998
1994;1995;85121010;85121000
1994;1995;85121091;85121000
1994;1995;85121099;85121000
1994;1995;85141091;85141090
1994;1995;85141099;85141090
1994;1995;85143010;85143011
1994;1995;85143010;85143019
1994;1995;85143090;85143091
1994;1995;85143090;85143099
1994;1995;85153911;85153918
1994;1995;85153919;85153918
1994;1995;85168090;85168091
1994;1995;85168090;85168099
1994;1995;85199191;85199131
1994;1995;85199191;85199139
1994;1995;85199199;85199181
1994;1995;85199199;85199189
1994;1995;85199910;85199911
1994;1995;85199910;85199919
1994;1995;85229099;85229093
1994;1995;85229099;85229098
1994;1995;85232010;85232011
1994;1995;85232010;85232019
1994;1995;85261011;85261010
1994;1995;85261013;85261010
1994;1995;85261019;85261010
1994;1995;85271190;85271191
1994;1995;85271190;85271199
1994;1995;85272190;85272191
1994;1995;85272190;85272199
1994;1995;85273110;85273111
1994;1995;85273110;85273119
1994;1995;85273199;85273193
1994;1995;85273199;85273198
1994;1995;85299098;85299081
1994;1995;85299098;85299089
1994;1995;85319000;85319010
1994;1995;85319000;85319090
1994;1995;85369080;85369020
1994;1995;85369080;85369085
1994;1995;85412990;85412920
1994;1995;85412990;85412930
1994;1995;85412990;85412980
1994;1995;85414010;85414011
1994;1995;85414010;85414019
1994;1995;85421142;85421133
1994;1995;85421142;85421138
1994;1995;85421144;85421134
1994;1995;85421144;85421138
1994;1995;85421146;85421135
1994;1995;85421146;85421138
1994;1995;85421148;85421136
1994;1995;85421148;85421138
1994;1995;85421150;85421138
1994;1995;85421159;85421140
1994;1995;85421159;85421141
1994;1995;85421162;85421143
1994;1995;85421164;85421145
1994;1995;85421167;85421147
1994;1995;85421168;85421149
1994;1995;85421171;85421151
1994;1995;85421171;85421152
1994;1995;85421171;85421171
1994;1995;85421173;85421153
1994;1995;85421173;85421173
1994;1995;85421174;85421154
1994;1995;85421175;85421155
1994;1995;85421175;85421175
1994;1995;85421177;85421156
1994;1995;85421177;85421158
1994;1995;85421177;85421177
1994;1995;85421179;85421156
1994;1995;85421179;85421160
1994;1995;85421180;85421156
1994;1995;85421180;85421161
1994;1995;85421182;85421156
1994;1995;85421182;85421157
1994;1995;85421182;85421163
1994;1995;85421182;85421165
1994;1995;85421184;85421156
1994;1995;85421184;85421157
1994;1995;85421184;85421163
1994;1995;85421184;85421166
1994;1995;85421186;85421156
1994;1995;85421186;85421157
1994;1995;85421186;85421163
1994;1995;85421186;85421169
1994;1995;85421188;85421170
1994;1995;85421189;85421171
1994;1995;85421190;85421172
1994;1995;85421190;85421173
1994;1995;85421190;85421175
1994;1995;85421190;85421176
1994;1995;85421191;85421177
1994;1995;85421191;85421178
1994;1995;85421191;85421181
1994;1995;85421195;85421183
1994;1995;85421195;85421185
1994;1995;85421195;85421187
1994;1995;85421195;85421192
1994;1995;85421195;85421193
1994;1995;85421195;85421194
1994;1995;85421195;85421196
1994;1995;85421195;85421197
1994;1995;85421198;85421183
1994;1995;85421198;85421185
1994;1995;85421198;85421187
1994;1995;85421198;85421192
1994;1995;85421198;85421199
1994;1995;85421960;85421961
1994;1995;85421960;85421965
1994;1995;85421960;85421969
1994;1995;85421980;85421991
1994;1995;85421980;85421995
1994;1995;85421980;85421999
1994;1995;85431000;85431010
1994;1995;85431000;85431090
1994;1995;85433000;85433010
1994;1995;85433000;85433090
1994;1995;85438080;85438051
1994;1995;85438080;85438055
1994;1995;85438080;85438059
1994;1995;85438080;85438070
1994;1995;85438080;85438095
1994;1995;86073010;86073099
1994;1995;86073080;86073099
1994;1995;86079111;86079110
1994;1995;86079119;86079110
1994;1995;86079911;86079910
1994;1995;86079919;86079910
1994;1995;86079951;86079950
1994;1995;86079959;86079950
1994;1995;87161093;87161094
1994;1995;87161093;87161096
1994;1995;90022010;90022000
1994;1995;90022090;90022000
1994;1995;90041090;90041091
1994;1995;90041090;90041099
1994;1995;90049000;90049010
1994;1995;90049000;90049090
1994;1995;90051010;90051000
1994;1995;90051090;90051000
1994;1995;90061000;90061010
1994;1995;90061000;90061090
1994;1995;90066210;90066200
1994;1995;90066290;90066200
1994;1995;90069110;90069100
1994;1995;90069190;90069100
1994;1995;90079110;90079100
1994;1995;90079190;90079100
1994;1995;90102000;90102010
1994;1995;90102000;90102020
1994;1995;90102000;90102030
1994;1995;90102000;90102090
1994;1995;90139000;90139010
1994;1995;90139000;90139090
1994;1995;90142011;90142018
1994;1995;90142015;90142018
1994;1995;90142019;90142018
1994;1995;90172030;90172031
1994;1995;90172030;90172039
1994;1995;90184900;90184910
1994;1995;90184900;90184990
1994;1995;90189080;90189075
1994;1995;90189080;90189085
1994;1995;90230030;90230080
1994;1995;90230090;90230080
1994;1995;90278019;90278015
1994;1995;90278019;90278018
1994;1995;90278099;90278095
1994;1995;90278099;90278098
1994;1995;90308190;90308120
1994;1995;90308190;90308181
1994;1995;90308190;90308183
1994;1995;90308190;90308185
1994;1995;90308190;90308189
1994;1995;90308991;90308920
1994;1995;90308991;90308981
1994;1995;90308991;90308983
1994;1995;90308991;90308985
1994;1995;90308991;90308989
1994;1995;90314000;90314010
1994;1995;90314000;90314020
1994;1995;90314000;90314030
1994;1995;90314000;90314090
1994;1995;91051910;91051900
1994;1995;91051990;91051900
1994;1995;91052110;91052100
1994;1995;91052190;91052100
1994;1995;91059191;91059190
1994;1995;91059199;91059190
1994;1995;91061010;91061000
1994;1995;91061090;91061000
1994;1995;92041000;92041010
1994;1995;92041000;92041090
1994;1995;92060010;92060000
1994;1995;92060090;92060000
1994;1995;93032010;93032080
1994;1995;93032090;93032080
1994;1995;93033011;93033000
1994;1995;93033019;93033000
1994;1995;93033090;93033000
1994;1995;93052950;93052980
1994;1995;93052990;93052980
1994;1995;93062910;93062970
1994;1995;93062920;93062970
1994;1995;93062980;93062970
1994;1995;93063095;93063098
1994;1995;93063099;93063098
1994;1995;95039031;95039032
1994;1995;95039031;95039034
1994;1995;95061910;95061900
1994;1995;95061990;95061900
1994;1995;95062910;95062900
1994;1995;95062990;95062900
1994;1995;95065910;95065900
1994;1995;95065990;95065900
1994;1995;96072011;96072010
1994;1995;96072019;96072010
1994;1995;96072091;96072090
1994;1995;96072099;96072090
1994;1995;96121090;96121020
1994;1995;96121090;96121080
1995;1996;01051910;01051200
1995;1996;01051910;01051920
1995;1996;01059100;01059200
1995;1996;01059100;01059300
1995;1996;02071011;02071110
1995;1996;02071015;02071130
1995;1996;02071019;02071190
1995;1996;02071031;02072410
1995;1996;02071039;02072490
1995;1996;02071051;02073211
1995;1996;02071055;02073215
1995;1996;02071059;02073219
1995;1996;02071071;02073251
1995;1996;02071079;02073259
1995;1996;02071090;02073290
1995;1996;02072110;02071210
1995;1996;02072190;02071290
1995;1996;02072210;02072510
1995;1996;02072290;02072590
1995;1996;02072311;02073311
1995;1996;02072319;02073319
1995;1996;02072351;02073351
1995;1996;02072359;02073359
1995;1996;02072390;02073390
1995;1996;02073110;02073410
1995;1996;02073190;02073490
1995;1996;02073911;02071310
1995;1996;02073913;02071320
1995;1996;02073915;02071330
1995;1996;02073917;02071340
1995;1996;02073921;02071350
1995;1996;02073923;02071360
1995;1996;02073925;02071370
1995;1996;02073927;02071399
1995;1996;02073931;02072610
1995;1996;02073933;02072620
1995;1996;02073935;02072630
1995;1996;02073937;02072640
1995;1996;02073941;02072650
1995;1996;02073943;02072660
1995;1996;02073945;02072670
1995;1996;02073947;02072680
1995;1996;02073951;02072699
1995;1996;02073953;02073511
1995;1996;02073955;02073515
1995;1996;02073957;02073521
1995;1996;02073961;02073523
1995;1996;02073963;02073525
1995;1996;02073965;02073531
1995;1996;02073967;02073541
1995;1996;02073971;02073551
1995;1996;02073973;02073553
1995;1996;02073975;02073561
1995;1996;02073977;02073563
1995;1996;02073981;02073571
1995;1996;02073983;02073579
1995;1996;02073985;02073599
1995;1996;02073990;02071391
1995;1996;02073990;02072691
1995;1996;02073990;02073591
1995;1996;02074110;02071410
1995;1996;02074111;02071420
1995;1996;02074121;02071430
1995;1996;02074131;02071440
1995;1996;02074141;02071450
1995;1996;02074151;02071460
1995;1996;02074171;02071470
1995;1996;02074190;02071499
1995;1996;02074210;02072710
1995;1996;02074211;02072720
1995;1996;02074221;02072730
1995;1996;02074231;02072740
1995;1996;02074241;02072750
1995;1996;02074251;02072760
1995;1996;02074259;02072770
1995;1996;02074271;02072780
1995;1996;02074290;02072799
1995;1996;02074311;02073611
1995;1996;02074315;02073615
1995;1996;02074321;02073621
1995;1996;02074323;02073623
1995;1996;02074325;02073625
1995;1996;02074331;02073631
1995;1996;02074341;02073641
1995;1996;02074351;02073651
1995;1996;02074353;02073653
1995;1996;02074361;02073661
1995;1996;02074363;02073663
1995;1996;02074371;02073671
1995;1996;02074381;02073679
1995;1996;02074390;02073690
1995;1996;02075010;02073681
1995;1996;02075010;02073685
1995;1996;02075090;02071491
1995;1996;02075090;02072791
1995;1996;02075090;02073689
1995;1996;02089090;02089060
1995;1996;02089090;02089080
1995;1996;02109020;02109021
1995;1996;02109020;02109029
1995;1996;03019100;03019190
1995;1996;03019919;03019110
1995;1996;03019919;03019919
1995;1996;03021100;03021190
1995;1996;03021900;03021110
1995;1996;03021900;03021900
1995;1996;03024090;03024005
1995;1996;03024090;03024098
1995;1996;03026199;03026190
1995;1996;03026199;03026198
1995;1996;03026490;03026405
1995;1996;03026490;03026498
1995;1996;03026996;03026994
1995;1996;03026996;03026995
1995;1996;03026996;03026999
1995;1996;03032100;03032190
1995;1996;03032900;03032110
1995;1996;03032900;03032900
1995;1996;03035090;03035005
1995;1996;03035090;03035098
1995;1996;03037199;03037190
1995;1996;03037199;03037198
1995;1996;03037419;03037410
1995;1996;03037419;03037420
1995;1996;03037963;03037960
1995;1996;03037963;03037962
1995;1996;03041092;03041095
1995;1996;03041093;03041094
1995;1996;03041093;03041096
1995;1996;03049025;03049020
1995;1996;03049025;03049027
1995;1996;03054940;03054945
1995;1996;03054990;03054945
1995;1996;03054990;03054980
1995;1996;04031002;04031011
1995;1996;04031004;04031011
1995;1996;04031004;04031013
1995;1996;04031004;04031019
1995;1996;04031006;04031019
1995;1996;04031012;04031031
1995;1996;04031014;04031031
1995;1996;04031014;04031033
1995;1996;04031014;04031039
1995;1996;04031016;04031039
1995;1996;04031022;04031011
1995;1996;04031024;04031013
1995;1996;04031026;04031019
1995;1996;04031032;04031031
1995;1996;04031034;04031033
1995;1996;04031036;04031039
1995;1996;04049011;04049021
1995;1996;04049013;04049023
1995;1996;04049019;04049029
1995;1996;04049031;04049021
1995;1996;04049033;04049023
1995;1996;04049039;04049029
1995;1996;04049051;04049081
1995;1996;04049053;04049083
1995;1996;04049059;04049089
1995;1996;04049091;04049081
1995;1996;04049093;04049083
1995;1996;04049099;04049089
1995;1996;04050011;04051011
1995;1996;04050011;04051030
1995;1996;04050011;04051050
1995;1996;04050011;04052090
1995;1996;04050019;04051019
1995;1996;04050019;04051030
1995;1996;04050019;04051050
1995;1996;04050019;04052090
1995;1996;04050090;04051090
1995;1996;04050090;04059010
1995;1996;04050090;04059090
1995;1996;06029100;06029010
1995;1996;06029910;06029020
1995;1996;06029930;06029030
1995;1996;06029941;06029041
1995;1996;06029945;06029045
1995;1996;06029949;06029049
1995;1996;06029951;06029051
1995;1996;06029959;06029059
1995;1996;06029970;06029070
1995;1996;06029991;06029091
1995;1996;06029999;06029099
1995;1996;07041090;07041005
1995;1996;07041090;07041080
1995;1996;07051190;07051105
1995;1996;07051190;07051180
1995;1996;07069019;07069005
1995;1996;07069019;07069017
1995;1996;07081010;07081020
1995;1996;07081010;07081095
1995;1996;07082010;07082020
1995;1996;07082010;07082095
1995;1996;07108060;07108061
1995;1996;07108060;07108069
1995;1996;07121000;07129005
1995;1996;08011010;08011100
1995;1996;08011090;08011900
1995;1996;08012000;08012100
1995;1996;08012000;08012200
1995;1996;08013000;08013100
1995;1996;08013000;08013200
1995;1996;08044010;08044020
1995;1996;08044010;08044095
1995;1996;08051032;08051031
1995;1996;08051032;08051037
1995;1996;08051034;08051033
1995;1996;08051034;08051038
1995;1996;08051036;08051035
1995;1996;08051036;08051039
1995;1996;08054010;08054020
1995;1996;08054010;08054095
1995;1996;08061091;08061093
1995;1996;08061091;08061097
1995;1996;08061099;08061095
1995;1996;08071010;08071100
1995;1996;08071090;08071900
1995;1996;08101090;08101005
1995;1996;08101090;08101080
1995;1996;08109010;08105000
1995;1996;09013000;09019010
1995;1996;09014000;09019090
1995;1996;11042210;11042220
1995;1996;11042210;11042292
1995;1996;12129110;12129180
1995;1996;12129190;12129120
1995;1996;13021200;13021200
1995;1996;13021200;33019021
1995;1996;13021300;13021300
1995;1996;13021300;33019021
1995;1996;13021400;13021400
1995;1996;13021400;33019029
1995;1996;13021910;13021910
1995;1996;13021910;33019039
1995;1996;13021930;13021930
1995;1996;13021930;33019029
1995;1996;13021991;13021991
1995;1996;13021991;33019031
1995;1996;13021999;13021999
1995;1996;13021999;33019039
1995;1996;14029100;14029000
1995;1996;14029900;14029000
1995;1996;15191100;38231100
1995;1996;15191200;38231200
1995;1996;15191300;38231300
1995;1996;15191910;38231910
1995;1996;15191930;38231930
1995;1996;15191990;38231990
1995;1996;15192000;38237000
1995;1996;15201000;15200000
1995;1996;15209000;29054500
1995;1996;16023911;16023211
1995;1996;16023911;16023921
1995;1996;16023919;16023219
1995;1996;16023919;16023929
1995;1996;16023930;16023230
1995;1996;16023930;16023940
1995;1996;16023990;16023290
1995;1996;16023990;16023980
1995;1996;16029099;16029041
1995;1996;16029099;16029098
1995;1996;17021010;17021100
1995;1996;17021090;17021900
1995;1996;19041010;19041010
1995;1996;19041010;19042091
1995;1996;19041030;19041030
1995;1996;19041030;19042095
1995;1996;19041090;19041090
1995;1996;19041090;19042099
1995;1996;20049095;20049098
1995;1996;20049099;20049098
1995;1996;20053000;20059075
1995;1996;20081191;20081192
1995;1996;20081191;20081194
1995;1996;20081991;20081951
1995;1996;20081991;20081959
1995;1996;20089245;19042010
1995;1996;21011011;21011111
1995;1996;21011019;21011119
1995;1996;21011092;21011292
1995;1996;21011098;21011298
1995;1996;21069092;21069092
1995;1996;21069092;33021021
1995;1996;21069098;04052010
1995;1996;21069098;04052030
1995;1996;21069098;21069098
1995;1996;21069098;33021029
1995;1996;22081000;21069020
1995;1996;22081000;33021010
1995;1996;22082028;22082027
1995;1996;22082028;22082029
