from;to;obsolete;new
1989;1990;03042099;03042098
1989;1990;03049099;03049061
1989;1990;03049099;03049098
1989;1990;03074939;03074935
1989;1990;03074939;03074938
1989;1990;08062019;08062012
1989;1990;08062019;08062018
1989;1990;08062099;08062092
1989;1990;08062099;08062098
1989;1990;08109090;08109030
1989;1990;08109090;08109080
1989;1990;08134090;08134060
1989;1990;08134090;08134080
1989;1990;11042910;11042911
1989;1990;11042910;11042915
1989;1990;11042910;11042919
1989;1990;11042930;11042931
1989;1990;11042930;11042935
1989;1990;11042930;11042939
1989;1990;12092310;12092311
1989;1990;12092310;12092315
1989;1990;12092970;12092971
1989;1990;12092970;12092975
1989;1990;20019090;20019060
1989;1990;20019090;20019080
1989;1990;20021000;20021010
1989;1990;20021000;20021090
1989;1990;20089929;20089923
1989;1990;20089931;20089925
1989;1990;20089931;20089927
1989;1990;20089933;20089932
1989;1990;20089933;20089934
1989;1990;20089949;20089946
1989;1990;20089949;20089948
1989;1990;20089959;20089961
1989;1990;20089959;20089969
1989;1990;20098031;20098032
1989;1990;20098031;20098034
1989;1990;20098091;20098083
1989;1990;20098091;20098085
1989;1990;28121010;28121011
1989;1990;28121010;28121015
1989;1990;28121010;28121019
1989;1990;29071900;29071910
1989;1990;29071900;29071990
1989;1990;29209090;29209020
1989;1990;29209090;29209030
1989;1990;29209090;29209080
1989;1990;29309090;29309020
1989;1990;29309090;29309080
1989;1990;29310000;29310010
1989;1990;29310000;29310020
1989;1990;29310000;29310030
1989;1990;29310000;29310090
1989;1990;37019110;37019100
1989;1990;37019190;37019100
1989;1990;39204110;39204111
1989;1990;39204110;39204191
1989;1990;39204190;39204119
1989;1990;39204190;39204199
1989;1990;39204210;39204211
1989;1990;39204210;39204291
1989;1990;39204290;39204219
1989;1990;39204290;39204299
1989;1990;44079910;44079911
1989;1990;44079910;44079919
1989;1990;44079930;44079931
1989;1990;44079930;44079939
1989;1990;44079950;44079951
1989;1990;44079950;44079959
1989;1990;44140000;44140010
1989;1990;44140000;44140090
1989;1990;44182000;44182010
1989;1990;44182000;44182090
1989;1990;44190000;44190010
1989;1990;44190000;44190090
1989;1990;44201000;44201011
1989;1990;44201000;44201019
1989;1990;44209010;44209011
1989;1990;44209010;44209019
1989;1990;44209090;44209091
1989;1990;44209090;44209099
1989;1990;49111010;49111000
1989;1990;49111090;49111000
1989;1990;49119150;49119180
1989;1990;49119190;49119180
1989;1990;49119910;49119900
1989;1990;49119990;49119900
1989;1990;64029995;64029993
1989;1990;64029995;64029996
1989;1990;64029999;64029993
1989;1990;64029999;64029998
1989;1990;64039115;64039113
1989;1990;64039115;64039116
1989;1990;64039119;64039113
1989;1990;64039119;64039118
1989;1990;64039195;64039193
1989;1990;64039195;64039196
1989;1990;64039199;64039193
1989;1990;64039199;64039198
1989;1990;64039935;64039933
1989;1990;64039935;64039936
1989;1990;64039939;64039933
1989;1990;64039939;64039938
1989;1990;64039995;64039993
1989;1990;64039995;64039996
1989;1990;64039999;64039993
1989;1990;64039999;64039998
1989;1990;70071930;70071920
1989;1990;70071990;70071920
1989;1990;70071990;70071980
1989;1990;72021110;72021120
1989;1990;72021110;72021180
1989;1990;72021190;72021180
1989;1990;72125099;72125085
1989;1990;72125099;72125098
1989;1990;72135000;72135010
1989;1990;72135000;72135090
1989;1990;72152000;72152010
1989;1990;72152000;72152090
1989;1990;72163100;72163111
1989;1990;72163100;72163119
1989;1990;72163100;72163191
1989;1990;72163100;72163199
1989;1990;72163200;72163211
1989;1990;72163200;72163219
1989;1990;72163200;72163291
1989;1990;72163200;72163299
1989;1990;72163300;72163310
1989;1990;72163300;72163390
1989;1990;72192110;72192111
1989;1990;72192110;72192119
1989;1990;72221091;72221051
1989;1990;72221091;72221059
1989;1990;72249011;72249001
1989;1990;72249011;72249009
1989;1990;72249011;72249015
1989;1990;72279090;72279030
1989;1990;72279090;72279080
1989;1990;72283090;72283030
1989;1990;72283090;72283080
1989;1990;73141100;73141110
1989;1990;73141100;73141190
1989;1990;73141900;73141910
1989;1990;73141900;73141990
1989;1990;74149000;74149010
1989;1990;74149000;74149090
1989;1990;84109000;84109010
1989;1990;84109000;84109090
1989;1990;84329090;84329091
1989;1990;84329090;84329099
1989;1990;84399100;84399110
1989;1990;84399100;84399190
1989;1990;84399900;84399910
1989;1990;84399900;84399990
1989;1990;84439000;84439010
1989;1990;84439000;84439090
1989;1990;84482000;84482010
1989;1990;84482000;84482090
1989;1990;84749000;84749010
1989;1990;84749000;84749090
1989;1990;84779000;84779010
1989;1990;84779000;84779090
1989;1990;84798990;84798960
1989;1990;84798990;84798980
1989;1990;84831059;84831041
1989;1990;84831059;84831058
1989;1990;84833039;84833051
1989;1990;84833039;84833059
1989;1990;84835090;84835091
1989;1990;84835090;84835099
1989;1990;84836090;84836091
1989;1990;84836090;84836099
1989;1990;85030090;85030091
1989;1990;85030090;85030099
1989;1990;85149000;85149010
1989;1990;85149000;85149090
1989;1990;85281079;85281075
1989;1990;85281079;85281078
1989;1990;85401190;85401150
1989;1990;85401190;85401180
1989;1990;85403000;85403010
1989;1990;85403000;85403090
1989;1990;85421171;85421141
1989;1990;85421171;85421143
1989;1990;85421171;85421145
1989;1990;85421171;85421151
1989;1990;85421171;85421152
1989;1990;85421171;85421153
1989;1990;85421171;85421155
1989;1990;85421171;85421161
1989;1990;85421171;85421163
1989;1990;85421171;85421165
1989;1990;85421171;85421166
1989;1990;85421171;85421172
1989;1990;85421171;85421176
1989;1990;85421175;85421181
1989;1990;85421175;85421183
1989;1990;85421175;85421185
1989;1990;85421175;85421187
1989;1990;85422000;85422010
1989;1990;85422000;85422050
1989;1990;85422000;85422090
1989;1990;85444100;85444110
1989;1990;85444100;85444190
1989;1990;85444910;85444911
1989;1990;85444910;85444919
1989;1990;85444990;85444991
1989;1990;85444990;85444999
1989;1990;86071919;86071901
1989;1990;86071919;86071918
1989;1990;86071990;86071991
1989;1990;86071990;86071999
1989;1990;86072100;86072110
1989;1990;86072100;86072190
1989;1990;86072900;86072910
1989;1990;86072900;86072990
1989;1990;86073090;86073001
1989;1990;86073090;86073080
1989;1990;86079110;86079111
1989;1990;86079110;86079119
1989;1990;86079190;86079191
1989;1990;86079190;86079199
1989;1990;86079910;86079911
1989;1990;86079910;86079919
1989;1990;86079950;86079951
1989;1990;86079950;86079959
1989;1990;86080090;86080091
1989;1990;86080090;86080099
1989;1990;87099000;87099010
1989;1990;87099000;87099090
1989;1990;93062950;93062910
1990;1991;03026995;03026987
1990;1991;03026995;03026998
1990;1991;03037999;03037987
1990;1991;03037999;03037998
1990;1991;03042098;03042087
1990;1991;03042098;03042097
1990;1991;03049098;03049065
1990;1991;03049098;03049097
1990;1991;04031011;04031002
1990;1991;04031011;04031004
1990;1991;04031011;04031022
1990;1991;04031013;04031004
1990;1991;04031013;04031024
1990;1991;04031019;04031004
1990;1991;04031019;04031006
1990;1991;04031019;04031026
1990;1991;04031031;04031012
1990;1991;04031031;04031014
1990;1991;04031031;04031032
1990;1991;04031033;04031014
1990;1991;04031033;04031034
1990;1991;04031039;04031014
1990;1991;04031039;04031016
1990;1991;04031039;04031036
1990;1991;15191900;15191910
1990;1991;15191900;15191930
1990;1991;15191900;15191990
1990;1991;18062090;18062080
1990;1991;18062090;18062095
1990;1991;19021100;19021110
1990;1991;19021100;19021190
1990;1991;19021910;19021911
1990;1991;19021910;19021919
1990;1991;19059050;19059045
1990;1991;19059050;19059055
1990;1991;29034060;29034061
1990;1991;29034060;29034069
1990;1991;29034099;29034092
1990;1991;29034099;29034098
1990;1991;29157010;29157015
1990;1991;29157010;29157020
1990;1991;29157090;29157025
1990;1991;29157090;29157080
1990;1991;31053000;31053010
1990;1991;31053000;31053090
1990;1991;31054000;31054010
1990;1991;31054000;31054090
1990;1991;38239096;38239096
1990;1991;38239096;38239098
1990;1991;38239097;38239097
1990;1991;38239097;38239098
1990;1991;38239098;38239098
1990;1991;39202010;39202021
1990;1991;39202010;39202029
1990;1991;39202050;39202021
1990;1991;39202050;39202029
1990;1991;49090000;49090010
1990;1991;49090000;49090090
1990;1991;68042211;68042212
1990;1991;68042211;68042218
1990;1991;68042219;68042218
1990;1991;70080011;70080021
1990;1991;70080011;70080029
1990;1991;70080019;70080029
1990;1991;70080091;70080081
1990;1991;70080091;70080089
1990;1991;70080099;70080089
1990;1991;71189010;71189000
1990;1991;71189090;71189000
1990;1991;72029990;72029930
1990;1991;72029990;72029980
1990;1991;72081299;72081295
1990;1991;72081299;72081298
1990;1991;72081399;72081395
1990;1991;72081399;72081398
1990;1991;72081490;72081491
1990;1991;72081490;72081499
1990;1991;72082299;72082295
1990;1991;72082299;72082298
1990;1991;72082399;72082395
1990;1991;72082399;72082398
1990;1991;72082490;72082491
1990;1991;72082490;72082499
1990;1991;72083591;72083590
1990;1991;72083593;72083590
1990;1991;72083599;72083590
1990;1991;72084591;72084590
1990;1991;72084593;72084590
1990;1991;72084599;72084590
1990;1991;72107011;72107021
1990;1991;72107019;72107021
1990;1991;72107019;72107029
1990;1991;72124099;72124095
1990;1991;72124099;72124098
1990;1991;72171190;72171191
1990;1991;72171190;72171199
1990;1991;72222010;72222011
1990;1991;72222010;72222091
1990;1991;72222090;72222019
1990;1991;72222090;72222099
1990;1991;72252011;72252010
1990;1991;72252019;72252010
1990;1991;72255000;72255010
1990;1991;72255000;72255090
1990;1991;72269100;72269110
1990;1991;72269100;72269190
1990;1991;72269290;72269291
1990;1991;72269290;72269299
1990;1991;72282070;72282080
1990;1991;72282090;72282080
1990;1991;72285000;72285010
1990;1991;72285000;72285090
1990;1991;73063030;73063078
1990;1991;73063079;73063078
1990;1991;73201000;73201011
1990;1991;73201000;73201019
1990;1991;73201000;73201090
1990;1991;73202010;73202081
1990;1991;73202010;73202085
1990;1991;73202010;73202089
1990;1991;73202090;73202020
1990;1991;73202090;73202081
1990;1991;73202090;73202085
1990;1991;73202090;73202089
1990;1991;73209000;73209010
1990;1991;73209000;73209030
1990;1991;73209000;73209090
1990;1991;73269099;73269095
1990;1991;73269099;73269098
1990;1991;84089035;84089033
1990;1991;84089035;84089036
1990;1991;84198990;84198930
1990;1991;84198990;84198980
1990;1991;85044099;85044094
1990;1991;85044099;85044096
1990;1991;85044099;85044097
1990;1991;85044099;85044098
1990;1991;85421191;85421192
1990;1991;85421191;85421193
1990;1991;85421191;85421194
1990;1991;85438090;85438020
1990;1991;85438090;85438080
1990;1991;87089991;87089930
1990;1991;87089991;87089950
1990;1991;87089991;87089992
1990;1991;87089999;87089930
1990;1991;87089999;87089950
1990;1991;87089999;87089998
1990;1991;90014010;90014020
1990;1991;90014031;90014041
1990;1991;90014039;90014049
1990;1991;90014090;90014080
1990;1991;90015010;90015020
1990;1991;90015031;90015041
1990;1991;90015039;90015049
1990;1991;90015090;90015080
1990;1991;90318091;90318051
1990;1991;90318091;90318059
1991;1992;04061010;04061020
1991;1992;04061090;04061080
1991;1992;04069071;04061020
1991;1992;04069083;04069089
1991;1992;04069089;04069089
1991;1992;04069091;04061020
1991;1992;04069097;04061080
1991;1992;11031311;11031310
1991;1992;11031319;11031310
1991;1992;11062091;11062090
1991;1992;11062099;11062090
1991;1992;12102000;12102010
1991;1992;12102000;12102090
1991;1992;15191990;15191990
1991;1992;15192000;15191990
1991;1992;15193000;15192000
1991;1992;22011000;22011011
1991;1992;22011000;22011019
1991;1992;22011000;22011091
1991;1992;22011000;22011099
1991;1992;22082010;22082011
1991;1992;22082010;22082019
1991;1992;22082090;22082091
1991;1992;22082090;22082099
1991;1992;25151200;25151210
1991;1992;25151200;25151290
1991;1992;25281000;25281000
1991;1992;25289000;25281000
1991;1992;25289000;25289000
1991;1992;28416000;28416010
1991;1992;28416000;28416090
1991;1992;29031900;29031910
1991;1992;29031900;29031990
1991;1992;29035100;29035110
1991;1992;29035100;29035190
1991;1992;29143000;29143010
1991;1992;29143000;29143090
1991;1992;29242990;29242950
1991;1992;29242990;29242980
1991;1992;29329070;29329071
1991;1992;29329070;29329073
1991;1992;29329070;29329075
1991;1992;29329070;29329077
1991;1992;29329070;29329079
1991;1992;29333990;29333930
1991;1992;29333990;29333980
1991;1992;29349090;29349085
1991;1992;29349090;29349099
1991;1992;29394000;29394010
1991;1992;29394000;29394030
1991;1992;29394000;29394090
1991;1992;29396000;29396010
1991;1992;29396000;29396030
1991;1992;29396000;29396050
1991;1992;29396000;29396090
1991;1992;38061090;38061090
1991;1992;38069000;38061090
1991;1992;38069000;38069000
1991;1992;38099900;38099300
1991;1992;39139090;39139020
1991;1992;39139090;39139030
1991;1992;39139090;39139080
1991;1992;44091010;44091011
1991;1992;44091010;44091019
1991;1992;44092010;44092011
1991;1992;44092010;44092019
1991;1992;62019200;62019200
1991;1992;62019200;62113241
1991;1992;62019300;62019300
1991;1992;62019300;62113341
1991;1992;62029200;62029200
1991;1992;62029200;62114241
1991;1992;62029300;62029300
1991;1992;62029300;62114341
1991;1992;62032290;62032280
1991;1992;62032290;62113231
1991;1992;62032390;62032380
1991;1992;62032390;62113331
1991;1992;62032919;62032918
1991;1992;62032919;62113331
1991;1992;62042290;62042280
1991;1992;62042290;62114231
1991;1992;62042390;62042380
1991;1992;62042390;62114331
1991;1992;62042919;62042918
1991;1992;62042919;62114331
1991;1992;62046235;62046239
1991;1992;62046235;62113242
1991;1992;62046235;62114242
1991;1992;62046319;62046318
1991;1992;62046319;62113342
1991;1992;62046319;62114342
1991;1992;62046919;62046918
1991;1992;62046919;62113342
1991;1992;62046919;62114342
1991;1992;70192035;70192036
1991;1992;70192035;70192039
1991;1992;72107021;72107031
1991;1992;72107029;72107031
1991;1992;72107029;72107039
1991;1992;73170030;73170069
1991;1992;73170050;73170069
1991;1992;73170050;73170090
1991;1992;73170091;73170020
1991;1992;73170091;73170040
1991;1992;73170091;73170061
1991;1992;73170091;73170069
1991;1992;73170099;73170090
1991;1992;82119190;82119130
1991;1992;82119190;82119180
1991;1992;82151010;82151020
1991;1992;82151010;82151030
1991;1992;82151090;82151020
1991;1992;82151090;82151080
1991;1992;84229000;84229010
1991;1992;84229000;84229090
1991;1992;84731000;84731010
1991;1992;84731000;84731090
1991;1992;84732100;84732110
1991;1992;84732100;84732190
1991;1992;84732900;84732910
1991;1992;84732900;84732990
1991;1992;84733000;84733010
1991;1992;84733000;84733090
1991;1992;84734000;84734010
1991;1992;84734000;84734090
1991;1992;84811010;84811011
1991;1992;84811010;84811019
1991;1992;84811090;84811091
1991;1992;84811090;84811099
1991;1992;85061110;85061111
1991;1992;85061110;85061115
1991;1992;85061110;85061119
1991;1992;85061190;85061191
1991;1992;85061190;85061195
1991;1992;85061190;85061199
1991;1992;85061200;85061210
1991;1992;85061200;85061230
1991;1992;85061200;85061290
1991;1992;85061300;85061310
1991;1992;85061300;85061330
1991;1992;85061300;85061390
1991;1992;85061910;85061911
1991;1992;85061910;85061915
1991;1992;85061910;85061919
1991;1992;85061990;85061931
1991;1992;85061990;85061935
1991;1992;85061990;85061939
1991;1992;85061990;85061991
1991;1992;85061990;85061995
1991;1992;85061990;85061999
1991;1992;85062000;85062011
1991;1992;85062000;85062019
1991;1992;85062000;85062020
1991;1992;85062000;85062030
1991;1992;85062000;85062040
1991;1992;85062000;85062050
1991;1992;85062000;85062090
1991;1992;85071091;85071031
1991;1992;85071091;85071039
1991;1992;85071099;85071081
1991;1992;85071099;85071089
1991;1992;85072091;85072031
1991;1992;85072091;85072039
1991;1992;85072099;85072081
1991;1992;85072099;85072089
1991;1992;85073099;85073093
1991;1992;85073099;85073098
1991;1992;85078090;85078091
1991;1992;85078090;85078099
1991;1992;85079099;85079093
1991;1992;85079099;85079098
1991;1992;85179010;85179011
1991;1992;85179010;85179019
1991;1992;85179091;85179081
1991;1992;85179091;85179089
1991;1992;85179099;85179092
1991;1992;85179099;85179098
1991;1992;85211039;85211038
1991;1992;85211090;85211080
1991;1992;85219000;85219000
1991;1992;85281011;85211038
1991;1992;85281019;85211080
1991;1992;85281030;85219000
1991;1992;85299099;85299070
1991;1992;85299099;85299098
1991;1992;85365000;85365011
1991;1992;85365000;85365015
1991;1992;85365000;85365019
1991;1992;85365000;85365090
1991;1992;85366900;85366910
1991;1992;85366900;85366930
1991;1992;85366900;85366990
1991;1992;85369011;85366910
1991;1992;85369011;85369010
1991;1992;85369019;85366930
1991;1992;85369019;85366990
1991;1992;85369019;85369010
1991;1992;85421110;85421101
1991;1992;85421110;85421188
1991;1992;85421130;85421105
1991;1992;85421130;85421189
1991;1992;85421141;85421112
1991;1992;85421141;85421190
1991;1992;85421143;85421114
1991;1992;85421143;85421116
1991;1992;85421143;85421190
1991;1992;85421145;85421118
1991;1992;85421145;85421190
1991;1992;85421151;85421121
1991;1992;85421151;85421190
1991;1992;85421152;85421123
1991;1992;85421152;85421190
1991;1992;85421153;85421125
1991;1992;85421153;85421190
1991;1992;85421155;85421127
1991;1992;85421155;85421190
1991;1992;85421161;85421131
1991;1992;85421161;85421190
1991;1992;85421163;85421142
1991;1992;85421163;85421190
1991;1992;85421165;85421144
1991;1992;85421165;85421190
1991;1992;85421166;85421146
1991;1992;85421166;85421148
1991;1992;85421166;85421190
1991;1992;85421172;85421150
1991;1992;85421172;85421190
1991;1992;85421176;85421159
1991;1992;85421176;85421190
1991;1992;85421181;85421162
1991;1992;85421181;85421171
1991;1992;85421181;85421191
1991;1992;85421183;85421164
1991;1992;85421183;85421173
1991;1992;85421183;85421191
1991;1992;85421185;85421167
1991;1992;85421185;85421174
1991;1992;85421185;85421191
1991;1992;85421187;85421168
1991;1992;85421187;85421175
1991;1992;85421187;85421191
1991;1992;85421192;85421182
1991;1992;85421192;85421195
1991;1992;85421193;85421184
1991;1992;85421193;85421195
1991;1992;85421194;85421177
1991;1992;85421194;85421179
1991;1992;85421194;85421180
1991;1992;85421194;85421186
1991;1992;85421194;85421195
1991;1992;85421199;85421177
1991;1992;85421199;85421179
1991;1992;85421199;85421180
1991;1992;85421199;85421186
1991;1992;85421199;85421198
1991;1992;85421990;85421960
1991;1992;85421990;85421980
1991;1992;85422090;85422030
1991;1992;85422090;85422080
1991;1992;90138000;90138010
1991;1992;90138000;90138090
1991;1992;90251910;90251910
1991;1992;90251991;90251991
1991;1992;90251999;90251999
1991;1992;90258010;90251910
1991;1992;90258010;90258010
1991;1992;90258091;90251991
1991;1992;90258091;90258091
1991;1992;90258099;90251999
1991;1992;90258099;90258099
1992;1993;01021000;01021010
1992;1993;01021000;01021030
1992;1993;01021000;01021090
1992;1993;01029010;01029005
1992;1993;01029010;01029021
1992;1993;01029010;01029029
1992;1993;01029010;01029041
1992;1993;01029010;01029049
1992;1993;01029031;01029041
1992;1993;01029031;01029049
1992;1993;01029031;01029051
1992;1993;01029031;01029059
1992;1993;01029033;01029041
1992;1993;01029033;01029049
1992;1993;01029033;01029061
1992;1993;01029033;01029069
1992;1993;01029035;01029041
1992;1993;01029035;01029049
1992;1993;01029035;01029071
1992;1993;01029035;01029079
1992;1993;01029037;01029041
1992;1993;01029037;01029049
1992;1993;01029037;01029071
1992;1993;01029037;01029079
1992;1993;01041090;01041030
1992;1993;01041090;01041080
1992;1993;01051100;01051111
1992;1993;01051100;01051119
1992;1993;01051100;01051191
1992;1993;01051100;01051199
1992;1993;01060091;01060090
1992;1993;01060099;01060090
1992;1993;02011010;02011000
1992;1993;02011090;02011000
1992;1993;02012021;02012020
1992;1993;02012029;02012020
1992;1993;02012031;02012030
1992;1993;02012039;02012030
1992;1993;02012051;02012050
1992;1993;02012059;02012050
1992;1993;02044300;02044310
1992;1993;02044300;02044390
1992;1993;02050000;02050011
1992;1993;02050000;02050019
1992;1993;02050000;02050090
1992;1993;02073100;02073110
1992;1993;02073100;02073190
1992;1993;02081010;02081011
1992;1993;02081010;02081019
1992;1993;02089030;02089020
1992;1993;02089030;02089040
1992;1993;03026998;03026991
1992;1993;03026998;03026997
1992;1993;03037998;03037991
1992;1993;03037998;03037997
1992;1993;03041039;03041033
1992;1993;03041039;03041035
1992;1993;03041039;03041038
1992;1993;04041011;04041002
1992;1993;04041011;04041004
1992;1993;04041011;04041006
1992;1993;04041011;04041012
1992;1993;04041011;04041014
1992;1993;04041011;04041016
1992;1993;04041019;04041026
1992;1993;04041019;04041028
1992;1993;04041019;04041032
1992;1993;04041019;04041034
1992;1993;04041019;04041036
1992;1993;04041019;04041038
1992;1993;04041091;04041048
1992;1993;04041091;04041052
1992;1993;04041091;04041054
1992;1993;04041091;04041056
1992;1993;04041091;04041058
1992;1993;04041091;04041062
1992;1993;04041099;04041072
1992;1993;04041099;04041074
1992;1993;04041099;04041076
1992;1993;04041099;04041078
1992;1993;04041099;04041082
1992;1993;04041099;04041084
1992;1993;04050010;04050011
1992;1993;04050010;04050019
1992;1993;05021010;05021000
1992;1993;05021090;05021000
1992;1993;05100000;05100010
1992;1993;05100000;05100090
1992;1993;05119990;05119950
1992;1993;05119990;05119980
1992;1993;06022091;06022090
1992;1993;06022099;06022090
1992;1993;06023010;06023000
1992;1993;06023090;06023000
1992;1993;06024011;06024010
1992;1993;06024019;06024010
1992;1993;07119050;07119040
1992;1993;07119050;07119060
1992;1993;07131011;07131010
1992;1993;07131019;07131010
1992;1993;08029090;08029050
1992;1993;08029090;08029080
1992;1993;08081091;08081031
1992;1993;08081091;08081033
1992;1993;08081091;08081039
1992;1993;08081093;08081051
1992;1993;08081093;08081053
1992;1993;08081093;08081059
1992;1993;08081099;08081081
1992;1993;08081099;08081083
1992;1993;08081099;08081089
1992;1993;08092010;08092020
1992;1993;08092010;08092040
1992;1993;08092090;08092060
1992;1993;08092090;08092080
1992;1993;08093000;08093010
1992;1993;08093000;08093090
1992;1993;08119090;08119075
1992;1993;08119090;08119080
1992;1993;08119090;08119099
1992;1993;10011010;10011000
1992;1993;10011090;10011000
1992;1993;10030090;10030020
1992;1993;10030090;10030080
1992;1993;10040010;10040000
1992;1993;10040090;10040000
1992;1993;11031110;11031130
1992;1993;11031110;11031150
1992;1993;12092210;12092200
1992;1993;12092230;12092200
1992;1993;12092290;12092200
1992;1993;12092330;12092380
1992;1993;12092390;12092380
1992;1993;12092510;12092500
1992;1993;12092590;12092500
1992;1993;12092911;12092910
1992;1993;12092919;12092910
1992;1993;12092920;12092910
1992;1993;12092930;12092910
1992;1993;12092940;12092910
1992;1993;12092960;12092980
1992;1993;12092971;12092980
1992;1993;12092975;12092980
1992;1993;12092990;12092980
1992;1993;12119050;12119080
1992;1993;12119090;12119040
1992;1993;12119090;12119060
1992;1993;12119090;12119065
1992;1993;12119090;12119070
1992;1993;12119090;12119075
1992;1993;12119090;12119080
1992;1993;12149090;12149091
