HS 1996;HS 1992
851719;852810
851719;852820
851721;851740
851721;851782
851722;851720
851730;851730
851750;851740
851750;851781
851750;851782
851780;851781
851780;851782
851790;851790
851810;851810
851821;851821
851822;851822
851829;851829
851830;851830
851840;851840
851850;851850
851890;851890
851910;851910
851921;851921
851929;851929
851931;851931
851939;851939
851940;851940
851992;851991
851993;851991
851999;851999
852010;852010
852020;852020
852032;852031
852032;852039
852033;852031
852039;852039
852090;852090
852110;852110
852190;852190
852210;852210
852290;852290
852311;852311
852312;852312
852313;852313
852320;852320
852330;852390
852390;852390
852410;852410
852431;852490
852432;852490
852439;852490
852440;852421
852440;852422
852440;852423
852451;852421
852452;852422
852453;852423
852460;852490
852491;852490
852499;852490
852510;852510
852520;852520
852530;852530
852540;852110
852540;852190
852540;852530
852540;900659
852610;852610
852691;852691
852692;852692
852712;852711
852713;852711
852719;852719
852721;852721
852729;852729
852731;852731
852732;852732
852739;852739
852790;852790
852812;852810
852813;852820
852821;852810
852822;852820
852830;852810
852830;852820
852910;852910
852990;852990
853010;853010
853080;853080
853090;853090
853110;853110
853120;853120
853180;853180
853190;853190
853210;853210
853221;853221
853222;853222
853223;853223
853224;853224
853225;853225
853229;853229
853230;853230
853290;853290
853310;853310
853321;853321
853329;853329
853331;853331
853339;853339
853340;853340
853390;853390
853400;853400
853510;853510
853521;853521
853529;853529
853530;853530
853540;853540
853590;853590
853610;853610
853620;853620
853630;853630
853641;853641
853649;853649
853650;853650
853661;853661
853669;853669
853690;853690
853710;853710
853720;853720
853810;853810
853890;853890
853910;853910
853921;853921
853922;853922
853929;853929
853931;853931
853932;853939
853939;853939
853941;853940
853949;853940
853990;853990
854011;854011
854012;854012
854020;854020
854040;854030
854050;854030
854060;854030
854071;854041
854072;854042
854079;854049
854081;854081
854089;854089
854091;854091
854099;854099
854110;854110
854121;854121
854129;854129
854130;854130
854140;854140
854150;854150
854160;854160
854190;854190
854212;854211
854213;854211
854214;854211
854219;854211
854219;854219
854230;854219
854240;854220
854250;854280
854290;854290
854311;854310
854319;854310
854320;854320
854330;854330
854340;854380
854381;854380
854389;854380
854390;854390
854411;854411
854419;854419
854420;854420
854430;854430
854441;854441
854449;854449
854451;854451
854459;854459
854460;854460
854470;854470
854511;854511
854519;854519
854520;854520
854590;854590
854610;854610
854620;854620
854690;854690
854710;854710
854720;854720
854790;854790
854810;382390
854810;720421
854810;720429
854810;720430
854810;720449
854810;740400
854810;750300
854810;780200
854810;790200
854810;810710
854810;850611
854810;850612
854810;850613
854810;850619
854810;850620
854810;850710
854810;850720
854810;850730
854810;850740
854810;850780
854890;854800
860110;860110
860120;860120
860210;860210
860290;860290
860310;860310
860390;860390
860400;860400
860500;860500
860610;860610
860620;860620
860630;860630
860691;860691
860692;860692
860699;860699
860711;860711
860712;860712
860719;860719
860721;860721
860729;860729
860730;860730
860791;860791
860799;860799
860800;860800
860900;860900
870110;870110
870120;870120
870130;870130
870190;870190
870210;870210
870290;870290
870310;870310
870321;870321
870322;870322
870323;870323
870324;870324
870331;870331
870332;870332
870333;870333
870390;870390
870410;870410
870421;870421
870422;870422
870423;870423
870431;870431
870432;870432
870490;870490
870510;870510
870520;870520
870530;870530
870540;870540
870590;870590
870600;870600
870710;870710
870790;870790
870810;870810
870821;870821
870829;870829
870831;870831
870839;870839
870840;870840
870850;870850
870860;870860
870870;870870
870880;870880
870891;870891
870892;870892
870893;870893
870894;870894
870899;870899
870911;870911
870919;870919
870990;870990
871000;871000
871110;871110
871120;871120
871130;871130
871140;871140
871150;871150
871190;871190
871200;871200
871310;871310
871390;871390
871411;871411
871419;871419
871420;871420
871491;871491
871492;871492
871493;871493
871494;871494
871495;871495
871496;871496
871499;871499
871500;871500
871610;871610
871620;871620
871631;871631
871639;871639
871640;871640
871680;871680
871690;871690
880110;880110
880190;880190
880211;880211
880212;880212
880220;880220
880230;880230
880240;880240
880260;880250
880310;880310
880320;880320
880330;880330
880390;880390
880400;880400
880510;880510
880520;880520
890110;890110
890120;890120
890130;890130
890190;890190
890200;890200
890310;890310
890391;890391
890392;890392
890399;890399
890400;890400
890510;890510
890520;890520
890590;890590
890600;890600
890710;890710
890790;890790
890800;890800
900110;900110
900120;900120
900130;900130
900140;900140
900150;900150
900190;900190
900211;900211
900219;900219
900220;900220
900290;900290
900311;900311
900319;900319
900390;900390
900410;900410
900490;900490
900510;900510
900580;900580
900590;900590
900610;900610
900620;900620
900630;900630
900640;900640
900651;900651
900652;900652
900653;900653
900659;900659
900661;900661
900662;900662
900669;900669
900691;900691
900699;900699
900711;900711
900719;900719
900720;900721
900720;900729
900791;900791
900792;900792
900810;900810
900820;900820
900830;900830
900840;900840
900890;900890
900911;900911
900912;900912
900921;900921
900922;900922
900930;900930
900990;900990
901010;901010
901041;901020
901042;901020
901049;901020
901050;901020
901060;901030
901090;901090
901110;901110
901120;901120
901180;901180
901190;901190
901210;901210
901290;901290
901310;901310
901320;901320
901380;901380
901390;901390
901410;901410
901420;901420
901480;901480
901490;901490
901510;901510
901520;901520
901530;901530
901540;901540
901580;901580
901590;901590
901600;901600
901710;901710
901720;901720
901730;901730
901780;901780
901790;901790
901811;901811
901812;901819
901813;901819
901814;901819
901819;901819
901820;901820
901831;901831
901832;901832
901839;901839
901841;901841
901849;901849
901850;901850
901890;901890
901910;901910
901920;901920
902000;902000
902111;902111
902119;902119
902121;902121
902129;902129
902130;902130
902140;902140
902150;902150
902190;902190
902212;902211
902213;902211
902214;902211
902219;902219
902221;902221
902229;902229
902230;902230
902290;902290
902300;902300
902410;902410
902480;902480
902490;902490
902511;902511
902519;902519
902580;902520
902580;902580
902590;902590
902610;902610
902620;902620
902680;902680
902690;902690
902710;902710
902720;902720
902730;902730
902740;902740
902750;902750
902780;902780
902790;902790
902810;902810
902820;902820
902830;902830
902890;902890
902910;902910
902920;902920
902990;902990
903010;903010
903020;903020
903031;903031
903039;903039
903040;903040
903082;903081
903082;903089
903083;903081
903089;903089
903090;903090
903110;903110
903120;903120
903130;903130
903141;903140
903149;903140
903180;903180
903190;903190
903210;903210
903220;903220
903281;903281
903289;903289
903290;903290
903300;903300
910111;910111
910111;910129
910112;910112
910112;910129
910119;910119
910119;910129
910121;910121
910129;910129
910191;910191
910191;910199
910199;910199
910211;910211
910211;910229
910212;910212
910212;910229
910219;910219
910219;910229
910221;910221
910229;910229
910291;910291
910291;910299
910299;910299
910310;910310
910310;910390
910390;910390
910400;910400
910511;910511
910511;910519
910519;910519
910521;910521
910521;910529
910529;910529
910591;910591
910591;910599
910599;910599
910610;910610
910620;910620
910690;910690
910700;910700
910811;910811
910811;910891
910811;910899
910812;910812
910812;910891
910812;910899
910819;910819
910819;910891
910819;910899
910820;910820
910891;910891
910899;910899
910911;910911
910911;910990
910919;910919
910919;910990
910990;910990
911011;911011
911012;911012
911019;911019
911090;911090
911110;911110
911120;911120
911180;911180
911190;911190
911210;911210
911280;911280
911290;911290
911310;911310
911320;911320
911390;911390
911410;911410
911420;911420
911430;911430
911440;911440
911490;911490
920110;920110
920120;920120
920190;920190
920210;920210
920290;920290
920300;920300
920410;920410
920420;920420
920510;920510
920590;920590
920600;920600
920710;920710
920790;920790
920810;920810
920890;920890
920910;920910
920920;920920
920930;920930
920991;920991
920992;920992
920993;920993
920994;920994
920999;920999
930100;930100
930200;930200
930310;930310
930320;930320
930330;930330
930390;930390
930400;930400
930510;930510
930521;930521
930529;930529
930590;930590
930610;930610
930621;930621
930629;930629
930630;930630
930690;930690
930700;930700
940110;940110
940120;940120
940130;940130
940140;940140
940150;940150
940161;940161
940169;940169
940171;940171
940179;940179
940180;940180
940190;940190
940210;940210
940290;940290
940310;940310
940320;940320
940330;940330
940340;940340
940350;940350
940360;940360
940370;940370
940380;940380
940390;940390
940410;940410
940421;940421
940429;940429
940430;940430
940490;940490
940510;940510
940520;940520
940530;940530
940540;940540
940550;940550
940560;940560
940591;940591
940592;940592
940599;940599
940600;940600
950100;950100
950210;950210
950291;950291
950299;950299
950310;950310
950320;950320
950330;950330
950341;950341
950349;950349
950350;950350
950360;950360
950370;950370
950380;950380
950390;950390
950410;950410
950420;950420
950430;950430
950440;950440
950490;950490
950510;950510
950590;950590
950611;950611
950612;950612
950619;950619
950621;950621
950629;950629
950631;950631
950632;950632
950639;950639
950640;950640
950651;950651
950659;950659
950661;950661
950662;950662
950669;950669
950670;950670
950691;950691
950699;950699
950710;950710
950720;950720
950730;950730
950790;950790
950800;950800
960110;960110
960190;960190
960200;960200
960310;960310
960321;960321
960329;960329
960330;960330
960340;960340
960350;960350
960390;960390
960400;960400
960500;960500
960610;960610
960621;960621
960622;960622
960629;960629
960630;960630
960711;960711
960719;960719
960720;960720
960810;960810
960820;960820
960831;960831
960839;960839
960840;960840
960850;960850
960860;960860
960891;960891
960899;960899
960910;960910
960920;960920
960990;960990
961000;961000
961100;961100
961210;961210
961220;961220
961310;961310
961320;961320
961330;961330
961380;961380
961390;961390
961420;961410
961420;961420
961490;961490
961511;961511
961519;961519
961590;961590
961610;961610
961620;961620
961700;961700
961800;961800
970110;970110
970190;970190
970200;970200
970300;970300
970400;970400
970500;970500
970600;970600
